proxyWallet,side,conditionId,size,price,timestamp,title,slug,eventSlug,outcome,outcomeIndex,name,total_trade_value,winnings,user_mean_winnings,user_number_of_trades,user_trades_before_this_trade,user_trades_after_this_trade,user_90th_percentile_winnings,Insider_scores
0xaa4a5f72e24b9f315f43cf70e2d6c0f4a3924f22,BUY,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,132603.333333,0.0030000000000075,1772264233,"US strikes Iran by February 28, 2026?",us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,us-strikes-iran-by,No,1,meepy,397.80999999999995,132205.523333,18601.71956791139,79,66,12,32162.280443400003,Low Risk
0x9f49c3413dd82a239e16d9955d5c14e83626a184,BUY,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,120000.0,0.003,1772264391,"US strikes Iran by February 28, 2026?",us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,us-strikes-iran-by,No,1,0x9F49c3413Dd82A239e16D9955D5c14e83626A184-1771712715174,360.0,119640.0,10512.76750817647,17,1,15,36173.6077192,Low Risk
0x35786444c2198472b63f462528fc0535455ed9fe,BUY,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,72465.923333,0.0028102864164743,1772264503,"US strikes Iran by February 28, 2026?",us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,us-strikes-iran-by,No,1,Sydhavn,203.65,72262.273333,470.0369076434011,788,747,40,857.142857,Low Risk
0x4834a7af73e77e61fd56da064069fa6752fe0eb9,BUY,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,28428.571428,0.0070000000001407,1772263883,"US strikes Iran by February 28, 2026?",us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,us-strikes-iran-by,No,1,ogden2026,199.0,28229.571428,3380.48055728421,95,93,1,9928.926440000023,Low Risk
0x0aa3744338ddf9f39fb3a80bc9c916179d0b64e9,BUY,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,26072.2,0.007,1772263861,"US strikes Iran by February 28, 2026?",us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,us-strikes-iran-by,No,1,DimasXT,182.5054,25889.694600000003,7439.115747136364,22,19,2,11584.259817300011,Low Risk
0x93392310b9c9ba5c60d64cc7bc46cd878116a56f,BUY,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,41801.32,0.0031461915556733,1772263983,"US strikes Iran by February 28, 2026?",us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,us-strikes-iran-by,No,1,titan5,131.51496,41669.80504,3210.502180823529,34,30,3,6934.999998799999,Low Risk
0x6d5f693c94f78acb4aa70a0bbf29d1be7e466dfc,BUY,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,58500.0,0.002,1772264001,"US strikes Iran by February 28, 2026?",us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,us-strikes-iran-by,No,1,,117.0,58383.0,14912.243341,2,0,1,25566.1058106,High Risk
0x35786444c2198472b63f462528fc0535455ed9fe,BUY,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,33333.333333,0.00300000000003,1772264369,"US strikes Iran by February 28, 2026?",us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,us-strikes-iran-by,No,1,Sydhavn,100.0,33233.333333,1934.29523064,25,20,4,4023.1962498000053,Low Risk
0x8870e8af587b3b9f952841ad658fb2add2185a34,BUY,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,33333.333332,0.00300000000012,1772264069,"US strikes Iran by February 28, 2026?",us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,us-strikes-iran-by,No,1,0x8870E8Af587B3b9f952841AD658FB2Add2185a34-1771731518863,100.0,33233.333332,1724.923582508,1447,1398,48,5074.03616,Low Risk
0x8870e8af587b3b9f952841ad658fb2add2185a34,BUY,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,40665.35,0.002,1772264001,"US strikes Iran by February 28, 2026?",us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,us-strikes-iran-by,No,1,0x8870E8Af587B3b9f952841AD658FB2Add2185a34-1771731518863,81.3307,40584.0193,2072.5398281463413,41,38,2,3954.17375,Low Risk
0x83a296505eb520c9d35823571204ced41fd69452,BUY,0xbfa45527ec959aacc36f7c312bd4f328171a7681ef1aeb3a7e34db5fb47d3f1d,13184.53,0.1150386930743833,1767432107,Maduro in U.S. custody by January 31?,maduro-in-us-custody-by-january-31,maduro-in-us-custody-by-january-31,Yes,0,.jeet,1516.7311,11667.798900000002,180783.22393314284,7,6,0,333440.74933280004,Low Risk
