date,Venezuela,Venezuela President,youtube,isPartial
2025-12-25,2,0,55,False
2025-12-26,2,0,55,False
2025-12-27,2,0,55,False
2025-12-28,1,0,54,False
2025-12-29,2,0,52,False
2025-12-30,3,0,56,False
2025-12-31,2,0,53,False
2026-01-01,2,0,54,False
2026-01-02,1,0,52,False
2026-01-03,100,10,53,False
2026-01-04,60,7,53,False
2026-01-05,32,3,54,False
2026-01-06,20,2,62,False
2026-01-07,15,1,61,False
2026-01-08,10,1,62,False
2026-01-09,8,1,65,False
2026-01-10,6,0,55,False
